   6.4000000e-01   2.4000000e-01   1.4080000e+01   1.8000000e-01   6.5000000e-01
   7.7000000e-01   1.5000000e-01   1.1850000e+01   8.0000000e-02   3.0000000e-01
   8.9000000e-01   1.3000000e-01   1.0100000e+01   6.0000000e-02   1.7000000e-01
   1.0200000e+00   9.0000000e-02   8.8280000e+00   4.0000000e-02   1.0000000e-01
   1.1400000e+00   4.0000000e-02   7.7950000e+00   3.0000000e-02   7.0000000e-02
   1.2600000e+00   4.0000000e-02   6.9920000e+00   2.0000000e-02   5.0000000e-02
   1.3900000e+00   4.0000000e-02   6.3120000e+00   2.0000000e-02   3.0000000e-02
   1.5100000e+00   4.0000000e-02   5.7270000e+00   2.0000000e-02   2.5000000e-02
   1.6400000e+00   3.0000000e-02   5.2420000e+00   2.0000000e-02   1.5000000e-02
   1.7600000e+00   4.0000000e-02   4.8380000e+00   2.0000000e-02   1.0000000e-02
   1.8800000e+00   5.0000000e-02   4.4830000e+00   2.0000000e-02   7.0000000e-03
   2.0100000e+00   6.0000000e-02   4.1520000e+00   2.0000000e-02   7.0000000e-03
   2.1300000e+00   5.0000000e-02   3.8580000e+00   2.0000000e-02   7.0000000e-03
   2.2600000e+00   6.0000000e-02   3.5860000e+00   2.0000000e-02   7.0000000e-03
   2.3800000e+00   5.0000000e-02   3.3240000e+00   2.0000000e-02   7.0000000e-03
   2.5000000e+00   5.0000000e-02   3.0930000e+00   2.0000000e-02   7.0000000e-03
   2.6300000e+00   5.0000000e-02   2.8690000e+00   2.0000000e-02   7.0000000e-03
   2.7500000e+00   4.0000000e-02   2.6570000e+00   2.0000000e-02   7.0000000e-03
   2.8800000e+00   4.0000000e-02   2.4620000e+00   2.0000000e-02   7.0000000e-03
   3.0000000e+00   5.0000000e-02   2.2750000e+00   2.0000000e-02   7.0000000e-03
   3.1200000e+00   5.0000000e-02   2.0700000e+00   2.0000000e-02   7.0000000e-03
   3.2500000e+00   5.0000000e-02   1.8640000e+00   2.0000000e-02   7.0000000e-03
   3.3700000e+00   7.0000000e-02   1.6570000e+00   2.0000000e-02   7.0000000e-03
   3.5000000e+00   1.0000000e-01   1.4190000e+00   2.0000000e-02   7.0000000e-03
   3.6200000e+00   1.4000000e-01   1.1420000e+00   2.0000000e-02   7.0000000e-03
   3.7400000e+00   1.7000000e-01   8.2900000e-01   2.0000000e-02   7.0000000e-03
   3.8700000e+00   8.1000000e-01   3.9200000e-01   2.0000000e-02   7.0000000e-03
   3.9900000e+00   1.1300000e+00   6.1600000e-01   2.0000000e-02   7.0000000e-03
   4.1200000e+00   1.3400000e+00   9.6400000e-01   2.0000000e-02   7.0000000e-03
   4.2400000e+00   1.3900000e+00   1.1610000e+00   2.0000000e-02   7.0000000e-03
   4.3600000e+00   1.4100000e+00   1.2640000e+00   2.0000000e-02   7.0000000e-03
   4.4900000e+00   1.4100000e+00   1.3310000e+00   2.0000000e-02   7.0000000e-03
   4.6100000e+00   1.3800000e+00   1.3720000e+00   2.0000000e-02   7.0000000e-03
   4.7400000e+00   1.3500000e+00   1.3870000e+00   2.0000000e-02   7.0000000e-03
   4.8600000e+00   1.3300000e+00   1.3930000e+00   2.0000000e-02   7.0000000e-03
   4.9800000e+00   1.3100000e+00   1.3890000e+00   2.0000000e-02   7.0000000e-03
   5.1100000e+00   1.3000000e+00   1.3780000e+00   2.0000000e-02   7.0000000e-03
   5.2300000e+00   1.2800000e+00   1.3670000e+00   2.0000000e-02   7.0000000e-03
   5.3600000e+00   1.2800000e+00   1.3570000e+00   2.0000000e-02   7.0000000e-03
   5.4800000e+00   1.2600000e+00   1.3440000e+00   2.0000000e-02   7.0000000e-03
   5.6000000e+00   1.2500000e+00   1.3420000e+00   2.0000000e-02   7.0000000e-03
   5.7300000e+00   1.2200000e+00   1.3360000e+00   2.0000000e-02   7.0000000e-03
   5.8500000e+00   1.2000000e+00   1.3250000e+00   2.0000000e-02   7.0000000e-03
   5.9800000e+00   1.1800000e+00   1.3120000e+00   2.0000000e-02   7.0000000e-03
   6.1000000e+00   1.1500000e+00   1.2960000e+00   2.0000000e-02   7.0000000e-03
   6.2200000e+00   1.1400000e+00   1.2770000e+00   2.0000000e-02   7.0000000e-03
   6.3500000e+00   1.1200000e+00   1.2550000e+00   2.0000000e-02   7.0000000e-03
   6.4700000e+00   1.1000000e+00   1.2320000e+00   2.0000000e-02   7.0000000e-03
   6.6000000e+00   1.0700000e+00   1.2120000e+00   2.0000000e-02   7.0000000e-03
